Timestamp,Age,HeartRate,RespiratoryRate,AttentionLevel,BloodSaturation,FatigueLevel,DriverState
2024-11-04 15:42:16,40,78.10428626866539,15.649961410222287,4.0,92.28605203982883,Not Fatigued,Responsive
2024-11-04 15:42:19,40,125.8680113733877,15.048095934942712,2.0,92.43994141698762,Moderately Fatigued,Responsive
2024-11-04 15:42:22,40,98.2176204756839,16.543564348575856,3.0,93.89209293577937,Moderately Fatigued,Asleep
2024-11-04 15:42:25,40,166.58187071900153,18.165751389247205,2.0,90.22396258232199,Fatigued,Distracted
2024-11-04 15:42:28,40,116.05476110469787,15.581704678074878,3.0,94.94515356587993,Fatigued,Asleep
2024-11-04 15:42:31,40,128.71919140434795,16.159161269776412,1.0,94.1743656701631,Fatigued,Responsive
2024-11-04 15:42:34,40,90.19307552820032,14.147876322519384,3.0,93.42000531606963,Very Fatigued,Responsive
2024-11-04 15:42:37,40,90.45918523185173,15.751862587194925,3.0,96.13254356306322,Moderately Fatigued,Responsive
2024-11-04 15:42:40,40,104.61016290691828,16.029610837857064,3.0,91.9931984734764,Fatigued,Distracted
2024-11-04 15:42:43,40,89.38611039677214,14.754863341363366,2.0,91.7535598775457,Moderately Fatigued,Asleep
2024-11-04 15:42:46,40,133.22444220000574,17.589660560769364,3.0,96.84654481002723,Not Fatigued,Asleep
2024-11-04 15:42:49,40,150.6160941026996,18.250920563548213,3.0,91.85170909059437,Fatigued,Asleep
2024-11-04 15:42:52,40,112.41498249396824,15.889183687798116,1.0,89.79304740655712,Very Fatigued,Distracted
2024-11-04 15:42:55,40,130.39936229078393,16.764326327595334,4.0,91.47380790890318,Not Fatigued,Asleep
2024-11-04 15:42:58,40,81.37944872663033,14.56737731347154,3.0,94.8729632961814,Moderately Fatigued,Asleep
2024-11-04 15:43:01,40,152.0314104888505,16.94182788256293,4.0,97.20659825616903,Very Fatigued,Responsive
2024-11-04 15:43:04,40,94.57253471879568,18.241728047682567,4.0,97.46442308760842,Fatigued,Asleep
2024-11-04 15:43:07,40,122.11570318203498,17.294565136021188,2.0,98.22957056256382,Fatigued,Asleep
2024-11-04 15:43:10,40,43.638985668410484,16.514619176782293,3.0,90.21219985620561,Not Fatigued,Distracted
2024-11-04 15:43:13,40,124.04097805755909,16.96932409183367,3.0,81.23972316098846,Extremely Fatigued,Asleep
2024-11-04 15:43:16,40,132.12948838468034,17.038517837703306,2.0,84.06346039407414,Very Fatigued,Responsive
2024-11-04 15:43:19,40,64.56367932250828,14.745906239608264,4.0,90.06632487163746,Very Fatigued,Distracted
2024-11-04 15:43:22,40,137.40686267783752,15.876499752947309,4.0,92.4604066419231,Moderately Fatigued,Responsive
2024-11-04 15:43:25,40,125.58092629707838,17.645655822557103,4.0,94.11790691504133,Fatigued,Distracted
2024-11-04 15:43:28,40,93.79472673271344,15.860815866351489,2.0,92.04711259289445,Fatigued,Distracted
2024-11-04 15:43:31,40,158.2445663911298,16.585565213033654,3.0,92.46619106879805,Fatigued,Responsive
2024-11-04 15:43:34,40,153.83633963151655,17.360047222941056,3.0,97.82535684220753,Moderately Fatigued,Distracted
2024-11-04 15:43:37,40,113.64725439184016,15.68301875450142,3.0,96.25325234546555,Fatigued,Asleep
2024-11-04 15:43:40,40,177.94589927834824,15.404178558021776,2.0,90.4245689532497,Moderately Fatigued,Responsive
2024-11-04 15:43:43,40,113.28479814240761,16.83392054448252,4.0,92.97878558052876,Fatigued,Distracted
2024-11-04 15:43:46,40,90.33393944603266,15.56411589273162,3.0,92.8675065194407,Moderately Fatigued,Asleep
2024-11-04 15:43:49,40,99.09530256273842,17.970808688485004,4.0,93.13445148991413,Fatigued,Asleep
2024-11-04 15:43:52,40,135.3049144614454,14.95976256047581,3.0,90.22077523682712,Not Fatigued,Responsive
2024-11-04 15:43:55,40,84.73088480268942,17.35244396668235,2.0,83.62648903424432,Fatigued,Responsive
2024-11-04 15:43:58,40,80.60719264503774,16.139634135323448,4.0,91.87222455413966,Fatigued,Asleep
2024-11-04 15:44:01,40,118.2407268824023,16.841442516574148,3.0,91.56381737203515,Moderately Fatigued,Asleep
2024-11-04 15:44:04,40,72.06285466673678,18.42435651190871,3.0,85.28461474979628,Very Fatigued,Responsive
2024-11-04 15:44:07,40,134.42309140422824,15.226813500036537,3.0,82.20004809354899,Fatigued,Responsive
2024-11-04 15:44:10,40,89.96152861187747,16.114107043438548,2.0,98.90425194105534,Not Fatigued,Asleep
2024-11-04 15:44:13,40,129.201208791071,17.57107453486842,2.0,97.38245397625322,Fatigued,Asleep
2024-11-04 15:44:16,40,135.24018113436443,16.279058864377244,3.0,91.09425862338738,Moderately Fatigued,Responsive
2024-11-04 15:44:19,40,149.76924151533382,15.345637133524237,3.0,91.74726775096055,Fatigued,Responsive
2024-11-04 15:44:22,40,148.75699092989814,16.469569370791692,2.0,94.42576920137004,Very Fatigued,Distracted
2024-11-04 15:44:25,40,159.10027869968945,17.644219136997908,2.0,92.30985494588182,Moderately Fatigued,Distracted
2024-11-04 15:44:28,40,84.00721320600715,16.308536771298705,5.0,94.6066053191876,Moderately Fatigued,Responsive
2024-11-04 15:44:31,40,127.00263131563607,16.95938385051907,2.0,96.42818206139104,Fatigued,Asleep
2024-11-04 15:44:34,40,67.67691065699616,15.139090257162662,3.0,98.90403121188331,Fatigued,Responsive
2024-11-04 15:44:37,40,136.64258412803596,15.972020087725959,2.0,91.1020274709107,Moderately Fatigued,Asleep
2024-11-04 15:44:40,40,102.6397407406104,16.792656523827567,3.0,94.72897755530008,Moderately Fatigued,Responsive
2024-11-04 15:44:43,40,111.57934666093837,15.684447035997039,4.0,93.97775531910906,Extremely Fatigued,Responsive
2024-11-04 15:44:46,40,151.79022949468614,15.805912157979204,4.0,90.72589551880003,Very Fatigued,Responsive
2024-11-04 15:44:49,40,111.48077835673493,16.351982032647474,4.0,82.75075995459156,Fatigued,Asleep
2024-11-04 15:44:52,40,147.85713693732959,18.829261831633524,3.0,92.99907112195939,Fatigued,Distracted
2024-11-04 15:44:55,40,134.0750018416111,13.976811582954287,3.0,92.31828344374404,Very Fatigued,Distracted
2024-11-04 15:44:58,40,129.81025527468734,16.63873498710438,2.0,90.52276982463272,Moderately Fatigued,Responsive
2024-11-04 15:45:01,40,157.6958910228938,17.98268319874755,3.0,91.04523722537014,Moderately Fatigued,Distracted
2024-11-04 15:45:04,40,146.69974954193736,15.779335362213455,3.0,97.9021644947169,Fatigued,Responsive
2024-11-04 15:45:07,40,93.12825366081641,16.60733014388447,4.0,92.71724897282064,Moderately Fatigued,Distracted
2024-11-04 15:45:10,40,91.98194129373768,15.118349670947644,2.0,90.26888626455485,Fatigued,Distracted
2024-11-04 15:45:13,40,75.2970465041185,16.229143678150095,4.0,98.74491519270947,Very Fatigued,Asleep
2024-11-04 15:45:16,40,152.86109366790174,16.809470475658905,2.0,85.02874852724048,Fatigued,Distracted
2024-11-04 15:45:19,40,128.43222258421434,16.284790213513574,5.0,89.00333342770357,Very Fatigued,Asleep
2024-11-04 15:45:22,40,141.26850974782224,18.382318472913127,3.0,91.28575835276054,Very Fatigued,Distracted
2024-11-04 15:45:25,40,174.41348116553505,17.970934543742622,3.0,89.16234449361492,Fatigued,Distracted
2024-11-04 15:45:28,40,109.83904594599234,14.568507114250899,2.0,89.82488101792052,Fatigued,Distracted
2024-11-04 15:45:31,40,141.06581588961808,18.53151580056159,2.0,83.60019686339298,Fatigued,Asleep
2024-11-04 15:45:34,40,116.01877604827564,18.075253394464493,3.0,87.59157455018895,Moderately Fatigued,Responsive
2024-11-04 15:45:37,40,124.14415755848376,16.539420183511215,2.0,92.14886076092223,Very Fatigued,Distracted
2024-11-04 15:45:40,40,121.39823590088058,16.56666201149393,4.0,91.15989014335834,Not Fatigued,Asleep
2024-11-04 15:45:43,40,112.29859874957849,16.33220494627698,2.0,98.79469237638486,Fatigued,Distracted
2024-11-04 15:45:46,40,90.76841573552169,15.82023105430171,5.0,90.20999024110756,Not Fatigued,Responsive
2024-11-04 15:45:49,40,126.74898502410053,17.06114786640916,2.0,82.69570069656507,Fatigued,Distracted
2024-11-04 15:45:52,40,117.22284779114784,16.21401001359592,3.0,90.45475988015714,Fatigued,Asleep
2024-11-04 15:45:55,40,105.74272373568657,19.33447088996016,3.0,90.58174106718884,Moderately Fatigued,Asleep
2024-11-04 15:45:58,40,61.45257557125865,17.325014946354138,3.0,90.19249998955569,Not Fatigued,Distracted
2024-11-04 15:46:01,40,179.5586133267695,16.007830663552024,1.0,94.12012546245074,Very Fatigued,Responsive
2024-11-04 15:46:04,40,116.24792071927226,15.71714411587622,3.0,91.89812858762886,Moderately Fatigued,Responsive
2024-11-04 15:46:07,40,138.2737938043762,17.51383610455831,3.0,90.41177960420518,Not Fatigued,Asleep
2024-11-04 15:46:10,40,89.36385159404368,17.314286481933856,3.0,93.91525476928483,Extremely Fatigued,Distracted
2024-11-04 15:46:13,40,111.46410272543123,14.843922490015043,3.0,81.45736323957551,Moderately Fatigued,Asleep
2024-11-04 15:46:16,40,71.0517694005338,17.011004302433424,3.0,94.09920975163385,Moderately Fatigued,Asleep
2024-11-04 15:46:19,40,155.55541436155613,16.341990584235177,3.0,92.87441230274825,Moderately Fatigued,Responsive
2024-11-04 15:46:22,40,119.20962170753862,16.210315189924604,4.0,91.15141692237947,Moderately Fatigued,Asleep
2024-11-04 15:46:25,40,106.96910052438545,15.574026788455031,4.0,92.04653801592985,Not Fatigued,Distracted
2024-11-04 15:46:28,40,117.67685279719798,17.289357449419246,2.0,93.113326304613,Moderately Fatigued,Asleep
2024-11-04 15:46:31,40,105.72827139855133,17.258654134009664,4.0,91.62031441299564,Extremely Fatigued,Asleep
2024-11-04 15:46:34,40,107.01443871135811,17.701214346982443,2.0,93.82541236193117,Fatigued,Asleep
2024-11-04 15:46:37,40,101.39185381332399,17.272983350843596,3.0,90.24461524977707,Very Fatigued,Responsive
2024-11-04 15:46:40,40,148.76331192506842,16.43437673648496,4.0,93.07300493089323,Not Fatigued,Responsive
2024-11-04 15:46:43,40,119.78226774337567,14.414571171186543,2.0,92.0018231186946,Fatigued,Distracted
2024-11-04 15:46:46,40,117.93690348800948,15.750961801621205,3.0,94.18540436621866,Moderately Fatigued,Asleep
2024-11-04 15:46:49,40,150.18664412159086,15.493510254417616,3.0,97.36755957808047,Moderately Fatigued,Responsive
2024-11-04 15:46:52,40,86.39589260382863,16.740408468585603,4.0,95.68740932416797,Very Fatigued,Responsive
2024-11-04 15:46:55,40,95.53759169327435,17.89652591500406,3.0,96.95808010777128,Moderately Fatigued,Asleep
2024-11-04 15:46:58,40,136.4869566796402,15.284746836718279,4.0,91.42542018927975,Fatigued,Asleep
2024-11-04 15:47:01,40,85.45793924596003,14.513549602709727,3.0,94.85966838111048,Moderately Fatigued,Asleep
2024-11-04 15:47:04,40,131.3520919087374,18.06094580520273,3.0,94.37897471853131,Not Fatigued,Distracted
2024-11-04 15:47:07,40,160.74979009823642,16.296519784568346,4.0,92.82927195986747,Fatigued,Responsive
2024-11-04 15:47:10,40,108.93376802375366,15.893349043713508,4.0,93.17853803761763,Fatigued,Asleep
2024-11-04 15:47:13,40,154.2080937302676,16.698374498967276,1.0,91.60614009293694,Moderately Fatigued,Distracted
2024-11-04 15:47:16,40,90.5505638767231,17.176397392305304,3.0,99.93737856594888,Very Fatigued,Responsive
2024-11-04 15:47:19,40,98.7323690096388,16.23111115596062,1.0,91.97352033846924,Fatigued,Asleep
2024-11-04 15:47:22,40,131.30961018371988,16.47893404970318,3.0,94.81715978517539,Not Fatigued,Asleep
2024-11-04 15:47:25,40,134.1423198323095,17.000968718298545,3.0,97.6589728782588,Very Fatigued,Responsive
2024-11-04 15:47:28,40,111.44883786015143,16.639617529434343,2.0,91.15680853117448,Not Fatigued,Distracted
2024-11-04 15:47:31,40,151.33528484507826,16.160751485559658,3.0,92.62541254945182,Moderately Fatigued,Asleep
2024-11-04 15:47:34,40,91.5923786058813,15.486691011335022,4.0,89.81723570634477,Moderately Fatigued,Responsive
2024-11-04 15:47:37,40,161.6258567132222,16.610224220171812,1.0,91.74368264837287,Fatigued,Distracted
2024-11-04 15:47:40,40,91.94213283972363,18.261346861526523,4.0,93.56994189412588,Moderately Fatigued,Responsive
2024-11-04 15:47:43,40,113.21172399314291,15.031612281145037,3.0,81.13038248332012,Very Fatigued,Asleep
2024-11-04 15:47:46,40,112.5375831470252,16.677480903957193,1.0,94.82978429131646,Not Fatigued,Distracted
2024-11-04 15:47:49,40,79.52748532335474,15.756194331471685,3.0,91.61765085203996,Not Fatigued,Asleep
2024-11-04 15:47:52,40,195.9988992106583,17.200773487717846,4.0,90.93058741798781,Fatigued,Responsive
2024-11-04 15:47:55,40,103.53200672456893,16.344279683624993,3.0,94.12610964920412,Not Fatigued,Responsive
2024-11-04 15:47:58,40,173.82759433235123,15.392164599242937,4.0,95.54820554631723,Extremely Fatigued,Responsive
2024-11-04 15:48:01,40,123.57954730379339,16.43310239183085,4.0,90.5080333754034,Very Fatigued,Responsive
2024-11-04 15:48:04,40,150.33049957063417,16.042405163622576,3.0,93.56022402986356,Not Fatigued,Distracted
2024-11-04 15:48:07,40,113.17765751067638,16.52288753454278,2.0,94.51149677594107,Fatigued,Asleep
2024-11-04 15:48:10,40,145.35130677341914,16.31328914401814,3.0,90.48430823287633,Not Fatigued,Distracted
2024-11-04 15:48:13,40,143.99719759892804,15.441832784670979,4.0,90.241230257704,Fatigued,Responsive
2024-11-04 15:48:16,40,142.1410099672483,17.17660703922387,3.0,89.88364782704589,Moderately Fatigued,Asleep
2024-11-04 15:48:19,40,96.59316922419919,16.759359570807113,4.0,90.93146507022716,Not Fatigued,Distracted
2024-11-04 15:48:22,40,126.96837879006911,18.433060900986213,2.0,94.49463327394338,Fatigued,Responsive
2024-11-04 15:48:25,40,102.13933909286942,15.94331433228102,4.0,95.19223154479721,Moderately Fatigued,Asleep
2024-11-04 15:48:28,40,81.91906624994994,17.328009494570757,3.0,90.2806602855613,Moderately Fatigued,Responsive
2024-11-04 15:48:31,40,88.30134152871301,15.76128930274967,3.0,90.17020874479432,Fatigued,Responsive
2024-11-04 15:48:34,40,76.5465531484812,14.866664862561299,4.0,93.90571532837727,Not Fatigued,Responsive
2024-11-04 15:48:37,40,110.43640258373583,16.180980313936978,4.0,89.37740531072104,Fatigued,Asleep
2024-11-04 15:48:40,40,101.44618817658295,15.363123261699473,2.0,90.96264018338773,Fatigued,Responsive
2024-11-04 15:48:43,40,104.61111772027002,16.0297909128749,3.0,94.54904371316468,Very Fatigued,Responsive
2024-11-04 15:48:46,40,148.089611609267,15.97157477850086,5.0,98.08338418221219,Extremely Fatigued,Distracted
2024-11-04 15:48:49,40,98.83709369323893,15.262512748451806,4.0,92.63427029464732,Fatigued,Asleep
2024-11-04 15:48:52,40,144.65972612002764,17.9499989772273,2.0,94.02958285140593,Moderately Fatigued,Distracted
2024-11-04 15:48:55,40,163.76711950791105,16.656443117386843,3.0,94.92502889993607,Not Fatigued,Responsive
2024-11-04 15:48:58,40,110.69266814858194,17.31210327312334,3.0,89.22489818051764,Moderately Fatigued,Distracted
2024-11-04 15:49:01,40,124.41863218910241,16.8101022617022,5.0,91.53445273898208,Fatigued,Asleep
2024-11-04 15:49:04,40,96.60974917186,15.997807809394354,4.0,81.51404325970331,Not Fatigued,Asleep
2024-11-04 15:49:07,40,150.50825133021578,17.45053304510692,1.0,90.16893672179499,Moderately Fatigued,Responsive
2024-11-04 15:49:10,40,77.52466822249575,15.883388529567833,3.0,90.36859247362732,Very Fatigued,Responsive
2024-11-04 15:49:13,40,126.06152929585672,16.21848199234827,3.0,94.09392048180518,Fatigued,Responsive
2024-11-04 15:49:16,40,132.22883061198155,15.258980038721246,3.0,84.84364879836563,Fatigued,Distracted
2024-11-04 15:49:19,40,113.54430159817278,16.924383377506896,3.0,92.72807205553582,Fatigued,Distracted
2024-11-04 15:49:22,40,146.42160448800183,18.369037463444485,4.0,90.4021308624833,Moderately Fatigued,Distracted
2024-11-04 15:49:25,40,64.47762879575058,17.79349933926927,2.0,94.60519092984708,Severely Fatigued,Asleep
2024-11-04 15:49:28,40,132.63681048789212,16.613293719644027,2.0,91.46951419349405,Fatigued,Responsive
2024-11-04 15:49:31,40,102.7116562739775,15.577598715283386,2.0,93.19882892690534,Fatigued,Responsive
2024-11-04 15:49:34,40,123.74194861407412,16.585960952092126,3.0,90.01758410109456,Not Fatigued,Responsive
2024-11-04 15:49:37,40,134.48302409827588,15.620447427416904,4.0,94.98528451329902,Moderately Fatigued,Asleep
2024-11-04 15:49:40,40,132.56565467189165,16.60952545939005,2.0,92.60997334580338,Moderately Fatigued,Asleep
2024-11-04 15:49:43,40,102.71430122426986,16.532436270727406,3.0,93.87316007907931,Fatigued,Distracted
2024-11-04 15:49:46,40,94.13332672036564,16.78682541537626,3.0,94.17146764770338,Not Fatigued,Asleep
2024-11-04 15:49:49,40,69.16114305570426,14.836703725762577,4.0,91.38229865386604,Not Fatigued,Responsive
2024-11-04 15:49:52,40,118.53449293794847,17.02928022128818,5.0,94.9592812746079,Not Fatigued,Asleep
2024-11-04 15:49:55,40,141.17725120817292,18.045206644925518,4.0,91.88336224569554,Fatigued,Asleep
2024-11-04 15:49:58,40,129.74806587009772,16.03370478097347,1.0,91.47903461617842,Fatigued,Responsive
2024-11-04 15:50:01,40,135.74717535306246,17.002692250727964,5.0,91.24209738945865,Moderately Fatigued,Distracted
2024-11-04 15:50:04,40,79.86786585916329,15.703469057603082,3.0,93.28772140821818,Moderately Fatigued,Asleep
2024-11-04 15:50:07,40,172.7129049246896,16.54318167603661,3.0,83.00679372681618,Fatigued,Distracted
2024-11-04 15:50:10,40,159.23560867435316,17.160513123458035,4.0,91.66927624667046,Very Fatigued,Responsive
2024-11-04 15:50:13,40,128.09274192673573,17.597478498843046,2.0,85.89718724164696,Fatigued,Responsive
2024-11-04 15:50:16,40,143.16004902519117,14.789607620760295,2.0,91.21419049891348,Moderately Fatigued,Distracted
2024-11-04 15:50:19,40,146.78788338141555,15.30110864289346,4.0,93.50042518371261,Fatigued,Asleep
2024-11-04 15:50:22,40,79.84353120472637,16.73595901186369,4.0,94.88497407703075,Fatigued,Responsive
2024-11-04 15:50:25,40,96.54493849352549,17.361237092204412,4.0,98.67736244475915,Fatigued,Asleep
2024-11-04 15:50:28,40,134.57671339258383,16.699483722589427,3.0,90.13797570082146,Moderately Fatigued,Responsive
2024-11-04 15:50:31,40,126.18645010107537,15.957136039123656,4.0,93.98549024561511,Fatigued,Distracted
2024-11-04 15:50:34,40,119.00071910480612,16.790645364955623,4.0,94.83354451959696,Moderately Fatigued,Distracted
2024-11-04 15:50:37,40,172.5189644543875,17.950592070231853,2.0,90.298690998109,Moderately Fatigued,Responsive
2024-11-04 15:50:40,40,104.88214468118606,17.476224747314703,1.0,91.37802386131393,Fatigued,Responsive
2024-11-04 15:50:43,40,88.53999831686036,17.198461772989415,2.0,89.47653697926958,Very Fatigued,Distracted
2024-11-04 15:50:46,40,166.6472758875667,16.42154029879316,3.0,91.53754102289729,Fatigued,Asleep
2024-11-04 15:50:49,40,102.88136050658261,16.162736239153904,1.0,90.6878498803677,Fatigued,Distracted
2024-11-04 15:50:52,40,91.2029676332804,15.947088483685295,5.0,91.17985623672014,Very Fatigued,Distracted
2024-11-04 15:50:55,40,136.94793460007583,16.048741982737003,2.0,89.70965465639597,Not Fatigued,Distracted
2024-11-04 15:50:58,40,186.72385895361612,17.660769091232698,2.0,93.79343153685531,Extremely Fatigued,Asleep
2024-11-04 15:51:01,40,95.50243178076937,15.96766413000555,4.0,90.74942734555766,Extremely Fatigued,Distracted
2024-11-04 15:51:04,40,109.91230866415455,16.34790653881297,4.0,93.37701952342088,Not Fatigued,Responsive
2024-11-04 15:51:07,40,170.31905641811937,16.60261358442829,1.0,93.33383006665039,Not Fatigued,Distracted
2024-11-04 15:51:10,40,72.84826142837619,16.550070327302915,3.0,93.60055692068742,Very Fatigued,Responsive
2024-11-04 15:51:13,40,145.80483859360425,16.876169278886202,3.0,96.54445667909513,Moderately Fatigued,Asleep
2024-11-04 15:51:16,40,140.54206438882312,14.219232991482151,4.0,93.57112533591129,Moderately Fatigued,Responsive
2024-11-04 15:51:19,40,142.49051256368662,15.879658755509425,4.0,92.43406267114376,Fatigued,Responsive
2024-11-04 15:51:22,40,107.81737640076787,16.828145889730198,3.0,94.41098808844752,Very Fatigued,Responsive
2024-11-04 15:51:25,40,98.05791416379554,15.888676334807156,3.0,91.88576907515423,Fatigued,Distracted
2024-11-04 15:51:28,40,91.75048445023263,17.115711296717283,2.0,91.391644985138,Fatigued,Asleep
2024-11-04 15:51:31,40,122.91406163482853,16.59576375850389,3.0,90.87235240475334,Very Fatigued,Asleep
2024-11-04 15:51:34,40,100.70923606362582,16.33249525769217,2.0,90.93801679435231,Fatigued,Responsive
2024-11-04 15:51:37,40,171.76898279205815,15.156118379753748,3.0,90.64154039588396,Very Fatigued,Responsive
2024-11-04 15:51:40,40,134.19011999316777,15.77904931199235,5.0,94.470737071394,Fatigued,Responsive
2024-11-04 15:51:43,40,123.52011689618892,14.478509155574796,4.0,93.9013653911674,Very Fatigued,Responsive
2024-11-04 15:51:46,40,112.30382152748506,16.483269307232707,3.0,90.90993671927339,Fatigued,Asleep
2024-11-04 15:51:49,40,125.29929671508181,16.095269090310694,4.0,93.33820318671414,Very Fatigued,Responsive
2024-11-04 15:51:52,40,146.94238754073888,17.95322199190006,3.0,90.03201847520019,Very Fatigued,Responsive
2024-11-04 15:51:55,40,135.48970619995706,14.883582389012698,4.0,90.75286054848712,Fatigued,Asleep
2024-11-04 15:51:58,40,119.0317147467427,15.890701504783989,5.0,81.69847089795289,Fatigued,Responsive
2024-11-04 15:52:01,40,32.963210755875494,16.54345333814204,4.0,94.63303230641544,Moderately Fatigued,Distracted
2024-11-04 15:52:04,40,91.89720543692715,16.6780674015936,2.0,90.39472416974343,Moderately Fatigued,Responsive
2024-11-04 15:52:07,40,96.03848420714353,14.1753759765459,4.0,83.95404537536253,Fatigued,Asleep
2024-11-04 15:52:10,40,95.91047431887651,16.06016466825315,2.0,89.44949343413037,Fatigued,Distracted
2024-11-04 15:52:13,40,150.3608364245676,15.931635358095107,5.0,93.68311169548933,Not Fatigued,Distracted
2024-11-04 15:52:16,40,90.06680375153229,17.101009818306448,2.0,90.98064060785491,Not Fatigued,Asleep
2024-11-04 15:52:19,40,151.14846641133263,16.36570713654038,3.0,80.90822280186075,Very Fatigued,Distracted
2024-11-04 15:52:22,40,168.35966432947797,16.313407876078116,2.0,91.07760434801503,Not Fatigued,Asleep
2024-11-04 15:52:25,40,151.33031277159452,16.456894277399098,2.0,90.66026571500727,Fatigued,Distracted
2024-11-04 15:52:28,40,173.68331756394326,17.51288173137042,1.0,87.85688145804482,Moderately Fatigued,Distracted
2024-11-04 15:52:31,40,101.72262719836571,16.371634872040016,2.0,90.89970143456597,Fatigued,Asleep
2024-11-04 15:52:34,40,111.20234278736474,15.859354011981123,3.0,90.81340716981039,Very Fatigued,Responsive
2024-11-04 15:52:37,40,98.52671443597504,15.855566223846296,2.0,90.57015581237306,Fatigued,Asleep
2024-11-04 15:52:40,40,190.8079371462274,17.9535721203006,5.0,90.44817972691196,Fatigued,Asleep
2024-11-04 15:52:43,40,131.95483722056636,15.038449496451896,2.0,90.72065413605876,Fatigued,Asleep
2024-11-04 15:52:46,40,146.9483562840427,17.177178068990987,3.0,90.72849150912805,Moderately Fatigued,Responsive
2024-11-04 15:52:49,40,105.6180859091573,17.03100472761053,4.0,86.60441434909438,Moderately Fatigued,Responsive
2024-11-04 15:52:52,40,69.7791034718582,17.42296585712133,2.0,94.52341940849682,Fatigued,Responsive
2024-11-04 15:52:55,40,74.01254832286438,17.132047783752515,4.0,89.35220198310738,Fatigued,Responsive
2024-11-04 15:52:58,40,184.34923187995798,17.02231974036883,3.0,94.68979429195095,Not Fatigued,Responsive
2024-11-04 15:53:01,40,96.66231819439489,16.641706842759483,2.0,93.33625986104066,Moderately Fatigued,Asleep
2024-11-04 15:53:04,40,156.69390215206812,16.138192869672785,2.0,89.62697016784166,Fatigued,Asleep
2024-11-04 15:53:07,40,120.15563691144102,15.658905489755835,4.0,93.94282027281515,Moderately Fatigued,Responsive
2024-11-04 15:53:10,40,78.09662364531573,18.014380693626425,3.0,93.17308565641605,Fatigued,Distracted
2024-11-04 15:53:13,40,104.55733154026481,16.54515701251834,3.0,93.54678985571307,Very Fatigued,Asleep
2024-11-04 15:53:16,40,138.45757524756772,17.881645745535128,3.0,92.76470392546396,Very Fatigued,Distracted
2024-11-04 15:53:19,40,157.21132822018046,15.53104828410792,4.0,91.74105978609292,Moderately Fatigued,Asleep
2024-11-04 15:53:22,40,111.87839874078092,14.471385688529743,4.0,93.43310061717065,Fatigued,Distracted
2024-11-04 15:53:25,40,78.4425014553085,17.729874310337557,2.0,91.13099491182643,Fatigued,Responsive
